show_id,title,description
80153131,Don't Knock Twice,A recovering addict becomes her estranged daughter's only hope after the teen awakens a terrifying child-stealing witch from an urban legend.
80991400,High Flying Bird,"When an NBA lockout sidelines his big rookie client, an agent hatches a bold plan to save their careers – and disrupt the league's power structure."
81059388,Incredibles 2 (Spanish Version),"When Elastigirl gets recruited for a high-profile crime-fighting mission, Mr. Incredible takes on his toughest assignment ever: full-time parenting."
80231156,Kevin Hart's Guide to Black History,Kevin Hart highlights the fascinating contributions of black history’s unsung heroes in this entertaining – and educational – comedy special.
80191045,ReMastered: The Two Killings of Sam Cooke,"While Sam Cooke rose to stardom as a soul singer, his outspoken views on civil rights drew attention that may have contributed to his death at age 33."
81029383,The Tree of Blood,"As a young couple write the story of their families' shared history, both reveal their relatives' dark secrets and one must make a painful confession."
80178280,6 Days,"When armed gunmen seize the Iranian Embassy in 1980, a tense six-day standoff ensues while elite British soldiers prepare for a dangerous raid."
80119555,Blinky Bill: The Movie,Happy koala Blinky Bill and some spunky pals travel the Outback following clues to help him find his long-lost father and finally bring him home.
80158270,Happy Times,"Desperate to break up with his clingy girlfriend, a nerdy cartoonist hires a mysterious agency to do the deed. But the agency has unusual methods."
70302836,Jack and the Cuckoo-Clock Heart,"Equipped with a mechanical heart and determined to stay out of death's shadow, young Jack understands that love could prove fatal."
81034763,Lez Bomb,A young woman's attempt to come out of the closet on Thanksgiving gets complicated when her male roommate shows up to her parents' home unannounced.
80151370,"Michael Bolton's Big, Sexy Valentine's Day Special","After Santa tells him he needs 75,000 new babies by Christmas to meet toy supply, Michael Bolton hosts a telethon to inspire the world to make love."
81010962,Di Renjie zhi Sidatianwang,"Framed by an empress who plans to steal a dragon-taming mace, imperial magistrate Dee Renjie soon uncovers a greater plot that threatens the kingdom."
80094258,The Confirmation,A divorced handyman with a drinking problem bonds with his 8-year-old son when a search for his stolen toolbox leads to a series of misadventures.
80201570,Welcome to Willits,A marijuana farmer's extraterrestrial paranoia creates trouble for a group of young campers who pitch their tent on his land in Northern California.
80225034,Woody Woodpecker,A rascally bird with a distinctive laugh pecks back with a vengeance when his forest habitat is threatened by a slick lawyer building his dream home.
80044834,Lila & Eve,"After each of them loses a child to murder, two women who meet in a support group initiate their own investigation when the police are no help."
80216779,"Ray Romano: Right Here, Around the Corner","Ray Romano cut his stand-up teeth at the Comedy Cellar in New York. Now, in his first comedy special in 23 years, he returns to where it all began."
80201497,Princess Cyd,A teenager moves to Chicago for the summer and finds a poignant mentor in her aunt and a sweet love interest in a girl who works in the neighborhood.
80134431,The Cloverfield Paradox,"Orbiting above a planet on the brink of war, scientists test a device to solve an energy crisis and end up face-to-face with a dark alternate reality."
80198745,Thumper,"After moving to a hardscrabble suburban California town, a young woman becomes dangerously entangled with a local drug enterprise."
80038446,The Lovers,"A magical ring holds the key to life, death and love for a marine archaeologist who seems to live two lives in different centuries and countries."
80059410,Hannibal Buress: Comedy Camisado,"In a special packed with stealthy humor, Hannibal Buress tackles zipper etiquette, the legacy of steroids and the fallout from his Bill Cosby routine."
70252885,El último testigo,A security expert and ex-CIA agent living in Belgium must go on the run with his estranged teen daughter when they're both marked for assassination.
80157760,The Charnel House,"After an architect transforms a slaughterhouse into trendy lofts, its new inhabitants discover that the structure is haunted by its evil past."
80065220,French Dirty,"An aimless, unemployed millennial hangs out with his pals and resists growing up, until an affair with his best friend's girl forces him to change."
80124726,Daniel Sosa: Sosafado,"Comedian Daniel Sosa inhabits various characters, including a Tupperware dealer, a thirsty priest and a Trojan horse soldier in this stand-up special."
70301279,Imperial Dreams,"A young father returns home from jail eager to care for his son and become a writer, but crime, poverty and a flawed system threaten his plans."
81002591,Billy Graham: An Extraordinary Journey,This documentary recounts the life story of evangelist preacher Billy Graham featuring interviews with family members and former presidents.
80123777,Mine,"When a Marine's mission goes awry, he must survive behind enemy lines – without stepping off a mine – among the harsh elements of a desert war zone."
80109296,Quién te cantará,"When a near-drowning leaves a famous singer from the '90s with amnesia, she hires a karaoke singer who can imitate her to prep her for a comeback tour."
81017530,The Rebound,"This documentary follows three players on the Miami Heat Wheels, who face long odds on the way to the national wheelchair basketball championship."
80190130,Big Bear,The alcohol-fueled high jinks of a bachelor party go haywire when the buddies of an ill-fated groom abduct his fiancée's new lover.
80226357,___ ___,"After people in his town start turning up dead, a grumpy landlord is visited by a man who recounts an unsolved serial murder case from 30 years ago."
80061160,Be Here Now,"Trace the brave journey of actor Andy Whitfield, who received a devastating cancer diagnosis while starring in the series ""Spartacus: Blood and Sand."""
80133550,Mike Birbiglia: Thank God for Jokes,"Comedian Mike Birbiglia takes the stage in Brooklyn and hits on hard truths about puppets, late people and the very real dangers of being funny."
80103313,People You May Know,The lives of several friends are thrown into chaos when a woman becomes pregnant by her husband's gay best friend after a drunken one-night stand.
80092925,A Second Chance,"Following their storybook wedding, Popoy and Basha find married life – and starting a business together – more challenging than they ever imagined."
80094723,Beauty and the Bestie,"Finding himself in a desperate situation, undercover agent Emman asks his former best friend, Erika, to join him on a dangerous mission."
81010869,Bride For Rent,"Rocco needs to hire a bride so he can access his trust fund. Rocky desperately needs a job. Their marriage starts out fake, but ends up as much more."
